word,count,dataset
“ later,1,metoo
prescription drugs,1,metoo
attempted suicide,3,metoo
suicide every,1,metoo
household just,1,metoo
just thought,3,metoo
wanted attention,1,metoo
attention within,1,metoo
lived became,1,metoo
tragedy related,1,metoo
electrical fire,1,metoo
fire one,1,metoo
one family,1,metoo
member died,1,metoo
died another,1,metoo
another child,3,metoo
father became,1,metoo
became permanently,1,metoo
permanently disabled,1,metoo
husband insisted,1,metoo
go live,1,metoo
became pregnant,1,metoo
sisters husbands,1,metoo
husbands child,1,metoo
high school,25,metoo
still friends,2,metoo
planned parenthood,1,metoo
parenthood together,1,metoo
first abortion,1,metoo
24 weeks,1,metoo
weeks pregnant,2,metoo
support system,2,metoo
started running,1,metoo
running away,2,metoo
early 40’s,1,metoo
many situations,3,metoo
taken advantage,4,metoo
young girl,4,metoo
girl children,1,metoo
one situation,2,metoo
actually abused,1,metoo
cases occurred,1,metoo
guilt related,1,metoo
brave enough,2,metoo
call attention,1,metoo
lowest forms,1,metoo
planet someone,1,metoo
preys upon,1,metoo
weakest members,1,metoo
society deserves,1,metoo
cloaked hidden,1,metoo
given rights,1,metoo
rights like,1,metoo
upstanding members,1,metoo
can hid,1,metoo
taken away,2,metoo
childhood innocence,1,metoo
anonymity taken,1,metoo
violated children,1,metoo
father may,1,metoo
diaper changed,1,metoo
father sticking,1,metoo
hand away,4,metoo
one time,10,metoo
grade school,2,metoo
best grades,1,metoo
father died,1,metoo
mid 80s,1,metoo
say anything,20,metoo
memory explains,1,metoo
social problems,1,metoo
problems alcoholism,1,metoo
alcoholism fear,1,metoo
men chronic,1,metoo
chronic unemployment,1,metoo
unemployment fear,1,metoo
going back,3,metoo
school ending,1,metoo
mental health,3,metoo
health programs,1,metoo
therapist recently,1,metoo
recently like,1,metoo
like three,1,metoo
since dismissed,1,metoo
appreciate hearing,1,metoo
half brother,1,metoo
turned 14,1,metoo
got married,8,metoo
conveniently dissappeared,1,metoo
30 years,11,metoo
sister finds,1,metoo
glowing obituary,1,metoo
closure well,1,metoo
basically triggered,1,metoo
healthy normal,1,metoo
normal life,1,metoo
deputy sherriff,1,metoo
facebook wall,1,metoo
family especially,1,metoo
adult daughter,1,metoo
called new,1,metoo
new every,1,metoo
every dirty,1,metoo
dirty name,1,metoo
even know,6,metoo
just got,3,metoo
feels pretty,1,metoo
pretty good,1,metoo
whole life,10,metoo
problems drugs,1,metoo
alcohol never,1,metoo
never graduating,1,metoo
graduating college,1,metoo
college etc,1,metoo
finally beginning,2,metoo
beginning heal,1,metoo
metoo campaigne,1,metoo
gives victim,1,metoo
sexual misconduct,1,metoo
work place,5,metoo
also experienced,1,metoo
now every,1,metoo
every female,1,metoo
ever experienced,1,metoo
sexually abused,20,metoo
really angers,1,metoo
living happy,1,metoo
happy lives,1,metoo
alcohol abuse,1,metoo
self harming,2,metoo
uncontrolled anger,1,metoo
rapist january,1,metoo
january 19,1,metoo
19 1989,1,metoo
young sophomore,1,metoo
started college,1,metoo
independent fearless,1,metoo
didn’t care,1,metoo
care whether,1,metoo
whether people,1,metoo
people liked,1,metoo
didn’t blend,1,metoo
much different,1,metoo
now opinionated,1,metoo
opinionated stubborn,1,metoo
little defiant,1,metoo
lunch date,1,metoo
perfect nerd,1,metoo
nerd fashion,1,metoo
formally asked,1,metoo
previous day,1,metoo
hurried past,1,metoo
guys hanging,1,metoo
campus situated,1,metoo
four academic,1,metoo
academic buildings,1,metoo
campus bully,4,metoo
intimidating football,1,metoo
football player,3,metoo
popular fraternity,1,metoo
often went,1,metoo
loud obnoxious,1,metoo
never passed,1,metoo
humiliate someone,1,metoo
fraternity brothers,1,metoo
inclusive wave,1,metoo
mission destination,1,metoo
destination jones,1,metoo
jones hall,1,metoo
name “fran,1,metoo
“fran ”,1,metoo
come back,8,metoo
back demanding,1,metoo
“proper respectful”,1,metoo
respectful” way,1,metoo
typical behavior,1,metoo
late meeting,1,metoo
new boyfriend,1,metoo
boyfriend “mistake”,1,metoo
“mistake” number,3,metoo
number one,1,metoo
really needed,1,metoo
can wait,1,metoo
wait ”,1,metoo
away “mistake”,1,metoo
number two,1,metoo
guys laughed,1,metoo
said “you,1,metoo
“you need,1,metoo
respectful ”,1,metoo
barely 110,1,metoo
110 pounds,1,metoo
5’11” 240,1,metoo
240 pounds,1,metoo
built like,2,metoo
walk toward,1,metoo
illegally parked,1,metoo
campus almost,1,metoo
almost daily,2,metoo
guys continued,1,metoo
eventually went,1,metoo
separate ways,2,metoo
driver’s side,1,metoo
passenger seat,3,metoo
two options,1,metoo
options apologize,1,metoo
moving vehicle,1,metoo
chose neither,1,metoo
profanity laced,1,metoo
laced tirade,1,metoo
tirade insisting,1,metoo
turn around,1,metoo
campus immediately,1,metoo
drove farther,1,metoo
farther away,1,metoo
campus lecturing,1,metoo
simply apologizing,1,metoo
unamused angry,1,metoo
defiant growing,1,metoo
it’s 1989,1,metoo
cell phones,3,metoo
can’t text,1,metoo
campus trailer,1,metoo
defiant attitude,1,metoo
first place,3,metoo
arms folded,1,metoo
folded staring,1,metoo
staring straight,1,metoo
straight ahead,1,metoo
go inside,1,metoo
things promises,1,metoo
strongly suggests,1,metoo
walks around,1,metoo
passenger side,1,metoo
large puddle,1,metoo
“bad attitude,1,metoo
attitude ”,1,metoo
“go f——,1,metoo
now ”,1,metoo
i’m covered,1,metoo
feeling defeated,1,metoo
brief moment,1,metoo
says “i’m,1,metoo
“i’m sorry,1,metoo
just messing,1,metoo
don’t want,4,metoo
i’ll give,1,metoo
i’ll take,1,metoo
campus ”,1,metoo
number three,1,metoo
complete stranger,2,metoo
mean streak,1,metoo
oversized university,1,metoo
university sweatpants,1,metoo
matching sweatshirt,1,metoo
changed grabbed,1,metoo
wet clothes,1,metoo
smiled uncomfortably,1,metoo
said “ok,1,metoo
“ok i’m,1,metoo
i’m ready,1,metoo
ready let’s,1,metoo
let’s go,2,metoo
go ”,1,metoo
said “say,1,metoo
“say thank,1,metoo
responded sarcastically,1,metoo
sarcastically “ooh,1,metoo
“ooh kaay…thank,1,metoo
” i’m,2,metoo
i’m pretty,1,metoo
eyes “mistake,1,metoo
“mistake “,1,metoo
“ number,1,metoo
number four,1,metoo
slide past,1,metoo
bed aggressively,1,metoo
aggressively pulled,1,metoo
brutality assaulted,1,metoo
stop playing,1,metoo
playing hard,1,metoo
feel better,4,metoo
didn’t resist,1,metoo
got back,7,metoo
don’t recall,1,metoo
ride back,1,metoo
don’t remember,2,metoo
dorm room,1,metoo
frantic worried,1,metoo
repeatedly looking,1,metoo
rapist interjected,1,metoo
verbally lashed,1,metoo
said “there,1,metoo
hasn’t learned,1,metoo
learned anything,1,metoo
anything ”,1,metoo
wearing grabbed,1,metoo
small child,1,metoo
child put,1,metoo
legs several,1,metoo
roommate yelled,1,metoo
laughed sat,1,metoo
room pointed,1,metoo
said “behave,1,metoo
”my boyfriend,1,metoo
arrived later,1,metoo
never let,4,metoo
visible marks,1,metoo
getting around,1,metoo
bully unbeknownst,1,metoo
now also,1,metoo
boyfriend stormed,1,metoo
later found,3,metoo
baseball bat,2,metoo
following day,1,metoo
call “tell,1,metoo
next time,7,metoo
better bring,1,metoo
will shoot,1,metoo
ass ”in,1,metoo
months following,1,metoo
hadn’t shared,1,metoo
roommate however,1,metoo
additional “insurance”,1,metoo
“spanking incident,1,metoo
incident ”,1,metoo
superficial interactions,1,metoo
finally ended,1,metoo
rapist graduated,1,metoo
following year,1,metoo
university graduating,1,metoo
never last,1,metoo
ex boyfriend,12,metoo
became facebook,1,metoo
facebook friends,1,metoo
college classmate,1,metoo
classmate shared,1,metoo
business partners,1,metoo
finally mustered,1,metoo
kept secret,1,metoo
sexual predator,4,metoo
wished i’d,1,metoo
business partnership,1,metoo
onetime investment,1,metoo
investment rather,1,metoo
long term,2,metoo
term relationship,2,metoo
can count,3,metoo
continued business,1,metoo
personal relationship,1,metoo
relationship despite,1,metoo
glowing endorsement,1,metoo
family man,2,metoo
man attended,1,metoo
attended church,1,metoo
family vacations,1,metoo
also expressed,1,metoo
expressed concern,2,metoo
well connected,1,metoo
semi professional,1,metoo
professional football,1,metoo
university board,1,metoo
board member,1,metoo
discussion via,1,metoo
via text,1,metoo
text message,1,metoo
“heal internally”,1,metoo
rapist’s reputation,1,metoo
reputation business,1,metoo
conversation went,1,metoo
“i’m really,1,metoo
really sorry,1,metoo
still impacts,1,metoo
impacts you”,1,metoo
“after weighing,1,metoo
unknowable ”,1,metoo
friendship ended,1,metoo
half years,1,metoo
supportive friend,1,metoo
sounding like,1,metoo
misogynistic assclown,1,metoo
november 13,1,metoo
13 2017,1,metoo
close friends,2,metoo
go one,1,metoo
two ways,1,metoo
ways 1,1,metoo
accountable accept,1,metoo
accept responsibility,1,metoo
responsibility apologize,1,metoo
made awful,1,metoo
awful decisions,1,metoo
last 28,1,metoo
28 years,2,metoo
years becoming,1,metoo
better person,1,metoo
person remorseful,1,metoo
never happened,2,metoo
message via,1,metoo
via linkedin,1,metoo
within seconds,1,metoo
simple “hi,1,metoo
“hi francesca,1,metoo
francesca thanks,1,metoo
i’m open,1,metoo
talk ”,1,metoo
cell phone,1,metoo
phone number,4,metoo
eternal optimist,1,metoo
optimist often,1,metoo
often giving,1,metoo
didn’t call,1,metoo
call right,1,metoo
right away,3,metoo
drove around,1,metoo
neighborhood nervously,1,metoo
eventually parked,1,metoo
church parking,1,metoo
finally decided,3,metoo
call i’d,1,metoo
say except,1,metoo
never imagined,1,metoo
actually get,1,metoo
physically abused,2,metoo
finally called,2,metoo
first ring,1,metoo
said “hello,1,metoo
“hello fran,1,metoo
racing suddenly,1,metoo
answered “i’m,1,metoo
“i’m okay,1,metoo
said “it,1,metoo
“it doesn’t,1,metoo
doesn’t sound,1,metoo
sound like,2,metoo
like you’re,1,metoo
you’re okay,1,metoo
responded “you’re,1,metoo
“you’re right,1,metoo
right i’m,1,metoo
”i took,1,metoo
deep breath,1,metoo
phone call,4,metoo
didn’t know,15,metoo
profound impact,1,metoo
never want,3,metoo
sat silently,1,metoo
interjected “oh,1,metoo
water ”,1,metoo
” suddenly,1,metoo
exact day,1,metoo
remembered stopping,1,metoo
remembered giving,1,metoo
hard time,7,metoo
remembered throwing,1,metoo
remembered dropping,1,metoo
even remembered,1,metoo
remembered using,1,metoo
getting confronted,1,metoo
also remembered,1,metoo
remembered apologizing,1,metoo
boyfriend saying,1,metoo
single girl,1,metoo
fair game,1,metoo
didn’t remember,1,metoo
sexually assaulting,2,metoo
confident almost,1,metoo
almost compassionate,1,metoo
people asking,1,metoo
never touched,2,metoo
sexual way,1,metoo
“could never,1,metoo
apology excuse,1,metoo
bully emerged,1,metoo
emerged 1,1,metoo
1 intimidation,1,metoo
intimidation shaming,1,metoo
recent conversations,1,metoo
former classmates,1,metoo
story directly,1,metoo
consider going,1,metoo
get “documentation”,1,metoo
gladly provide,1,metoo
sexual partners,1,metoo
simple fact,1,metoo
however raped,1,metoo
2 victim,1,metoo
victim blaming,2,metoo
blaming “why,1,metoo
“why didn’t,1,metoo
ever come,1,metoo
responded “quite,1,metoo
“quite honestly,1,metoo
extremely intimidating,1,metoo
absolutely terrified,1,metoo
purposely spoke,1,metoo
past tense,1,metoo
ultimately motivated,1,metoo
unavailable spoken,1,metoo
completely uninterested,1,metoo
3 invincibility,1,metoo
simply needed,1,metoo
needed closure,1,metoo
laughed apologized,1,metoo
said “i,1,metoo
“i can’t,2,metoo
can’t apologize,1,metoo
i’m definitely,1,metoo
worried ”and,1,metoo
”and finally,1,metoo
finally 4,1,metoo
4 manipulation,1,metoo
19 minute,1,metoo
minute conversation,1,metoo
responded “hey,1,metoo
“hey fran,1,metoo
anyone ever,5,metoo
ever mentions,1,metoo
good person,1,metoo
always considered,2,metoo
friend ”thank,1,metoo
rapist iwillnotbesilenced,1,metoo
way home,10,metoo
senior trip,1,metoo
santa cruz,1,metoo
cruz boardwalk,1,metoo
bus next,1,metoo
time fondled,1,metoo
ride home,4,metoo
young man,2,metoo
dating one,1,metoo
closest friends,2,metoo
year behind,1,metoo
behind us,1,metoo
eventually resigned,1,metoo
graceful way,1,metoo
just resigned,1,metoo
uncomfortable discussion,1,metoo
wasn’t “okay”,1,metoo
believe sincerely,1,metoo
remained friends,1,metoo
never sat,1,metoo
sat next,4,metoo
travel bus,1,metoo
upside speaking,1,metoo
honestly fearful,1,metoo
awesome funny,1,metoo
serious studious,1,metoo
even remembers,1,metoo
even made,1,metoo
35 years,2,metoo
friends good,1,metoo
good friends,3,metoo
still remember,7,metoo
still feel,11,metoo
something wrong,2,metoo
logically know,1,metoo
always need,1,metoo
even good,1,metoo
good guys,1,metoo
guys sweet,1,metoo
sweet guys,1,metoo
friends aren’t,1,metoo
aren’t always,1,metoo
always safe,1,metoo
many ways,5,metoo
ways less,1,metoo
less egregious,1,metoo
didn’t bite,1,metoo
always made,2,metoo
feel safe,5,metoo
safe someone,1,metoo
ever feel,4,metoo
feel truly,1,metoo
completely safe,1,metoo
poem short,1,metoo
short story,1,metoo
can share,6,metoo
share even,1,metoo
small part,2,metoo
age 13,5,metoo
creepy old,2,metoo
old man,10,metoo
creepy man,2,metoo
toeshe found,1,metoo
hiding amongst,1,metoo
blackberry rowshow,1,metoo
found mei'll,1,metoo
mei'll never,1,metoo
never knowfor,1,metoo
evil foehe,1,metoo
foehe hunted,1,metoo
scenta rabid,1,metoo
rabid wolf,1,metoo
old fartwith,1,metoo
hearta creepy,1,metoo
deceita cool,1,metoo
cool car,1,metoo
peaceful country,1,metoo
country streetspreading,1,metoo
streetspreading hatred,1,metoo
every heartbeaton,1,metoo
heartbeaton tippy,1,metoo
tippy toes,1,metoo
always hidein,1,metoo
mans lusthow,1,metoo
trust flowbut,1,metoo
flowbut insteadheld,1,metoo
deep belowso,1,metoo
one else,6,metoo
knowi felt,1,metoo
felt like,21,metoo
blamea spiral,1,metoo
shamei need,1,metoo
somehow release,1,metoo
raging firei,1,metoo
firei need,1,metoo
inner heromaryoand,1,metoo
heromaryoand now,1,metoo
never partdespite,1,metoo
old farti,1,metoo
beauty withinand,1,metoo
beautymy life,1,metoo
life can,2,metoo
got brave,1,metoo
mother knew,2,metoo
information shortly,1,metoo
back massage,1,metoo
mom got,2,metoo
fault obviously,1,metoo
forces men,1,metoo
can prevent,1,metoo
experience teresa,1,metoo
teresa petterson,1,metoo
smell beer,1,metoo
cigarettes today,1,metoo
get aggressive,1,metoo
victim anymore,1,metoo
long beautiful,1,metoo
beautiful conversation,1,metoo
horrible flash,1,metoo
flash back,1,metoo
horrible moment,1,metoo
sensation froze,1,metoo
push away,2,metoo
also realized,1,metoo
live happier,1,metoo
back hunched,1,metoo
feel ugly,1,metoo
keep feeling,1,metoo
took sometime,1,metoo
raw honesty,1,metoo
something harmful,1,metoo
feeling like,1,metoo
human happy,1,metoo
god eventhough,1,metoo
taught children,1,metoo
emotion composition,1,metoo
little one,1,metoo
one stumbles,1,metoo
become stuck,1,metoo
seem acceptable,1,metoo
something insides,1,metoo
feel robbed,1,metoo
future husband,1,metoo
wife mother,1,metoo
look inside,1,metoo
space happy,1,metoo
happy wonderful,1,metoo
want lookmenow,1,metoo
want victory,1,metoo
victory salvation,1,metoo
salvation joy,1,metoo
ya know,2,metoo
rape attack,1,metoo
can prove,2,metoo
prove ptsd,1,metoo
awarded soc,1,metoo
soc sec,1,metoo
sec dissability,1,metoo
dissability insurance,1,metoo
insurance ssdi,1,metoo
sexual adsault,1,metoo
criminal report,1,metoo
lawyer employedy,1,metoo
different strategy,1,metoo
civil lawsuit,1,metoo
gonna start,1,metoo
emotional support,1,metoo
defend himwhen,5,metoo
armor made,1,metoo
tongue shoots,1,metoo
shoots arrows,1,metoo
tightened noose,1,metoo
noose around,1,metoo
welcome mat,1,metoo
time like,1,metoo
like prison,1,metoo
power like,1,metoo
